Date,Open,High,Low,Close,Volume
2016-02-24,182.0932,183.1601,179.8998,180.2488,172963676.0
2016-02-25,184.6986,187.8898,180.4836,183.188,107585954.0
2016-02-26,185.1226,187.2169,185.1157,185.5317,73474199.0
2016-02-29,183.3055,185.0908,182.6311,182.7963,167467897.0
2016-03-01,180.8783,182.5864,176.7959,181.0186,76760201.0
2016-03-02,184.8549,185.9362,181.987,183.7425,202162720.0
2016-03-03,186.4587,186.9768,183.8308,186.0255,66415020.0
2016-03-04,187.5063,190.9354,185.0172,186.1034,45705466.0
2016-03-07,185.3479,187.2342,185.0894,186.6683,63371129.0
2016-03-08,191.7792,193.1357,188.4068,191.386,67012759.0
2016-03-09,190.7551,193.6104,188.6267,189.4123,59199944.0
2016-03-10,190.7717,192.13,189.2654,191.5366,147745802.0
2016-03-11,190.8058,192.5157,189.342,190.9614,71434945.0
2016-03-14,191.0277,192.5552,187.4934,190.3322,69858015.0
2016-03-15,193.9026,198.7544,192.3453,194.4839,115636145.0
2016-03-16,197.7552,198.7507,194.6873,197.7022,61405554.0
2016-03-17,199.9204,201.5859,196.8827,200.9285,101012232.0
2016-03-18,204.7833,208.2987,203.406,206.1149,190196642.0
2016-03-21,207.3127,209.3129,206.2431,206.3646,99130274.0
2016-03-22,209.3591,210.1939,207.3292,209.2115,83521040.0
2016-03-23,205.7252,209.2385,203.4871,208.1576,24546282.0
2016-03-24,210.1263,215.1834,209.5561,209.6072,55591213.0
2016-03-25,210.4133,211.6966,207.6747,209.2624,62843962.0
2016-03-28,209.92,213.8654,209.0324,209.817,70516722.0
2016-03-29,211.035,214.1985,210.8733,212.3629,73096952.0
2016-03-30,209.5247,212.2971,207.7023,209.2746,142059997.0
2016-03-31,216.6392,219.7567,215.2844,217.8928,978621650.0
2016-04-01,213.5805,217.2294,213.4075,213.9633,122537054.0
2016-04-04,208.5713,210.6682,206.3492,209.2798,67669730.0
2016-04-05,213.2668,214.9997,208.8116,214.0847,46911374.0
2016-04-06,218.7172,218.8742,216.5967,217.4886,47032077.0
2016-04-07,220.0832,222.4531,217.4271,220.2481,292015959.0
2016-04-08,223.3511,223.8092,222.2281,223.0604,94752531.0
2016-04-11,223.3407,226.2219,220.9893,223.1903,141452774.0
2016-04-12,219.5125,225.4674,217.8364,219.6163,153013156.0
2016-04-13,219.2303,221.1169,217.5536,220.1101,105150580.0
2016-04-14,217.169,218.3099,215.234,217.4881,179417318.0
2016-04-15,222.7929,226.1221,219.5288,221.7134,64471062.0
2016-04-18,221.2566,223.2958,220.5324,221.278,44367478.0
2016-04-19,217.6249,218.5655,216.8709,218.0301,70286106.0
2016-04-20,216.4742,218.8863,213.3845,216.8862,85218319.0
2016-04-21,217.8879,220.8738,216.2875,218.7633,87515640.0
2016-04-22,217.0451,218.4127,214.2302,216.6212,98193101.0
2016-04-25,214.0291,217.9431,213.1816,213.4548,49144354.0
2016-04-26,214.5113,220.205,212.3308,214.6146,61213180.0
2016-04-27,216.0725,216.4525,214.3707,215.7859,64346558.0
2016-04-28,213.6804,215.5437,212.3134,213.9024,50114344.0
2016-04-29,211.7244,214.2251,210.7946,212.1793,200561006.0
2016-05-02,212.9873,213.3251,212.3663,213.2853,119342508.0
2016-05-03,206.8211,210.6604,204.1834,207.6965,676700628.0
2016-05-04,202.2728,202.5411,200.0899,202.4095,177944218.0
2016-05-05,200.6219,201.5876,199.477,199.8424,131966708.0
2016-05-06,199.74,201.8636,193.2563,199.1999,103299024.0
2016-05-09,200.4265,202.9653,196.3175,200.5368,154390307.0
2016-05-10,206.9872,207.1962,201.9352,206.3746,270849415.0
2016-05-11,211.7404,212.1567,209.6259,209.9175,105400704.0
2016-05-12,210.8744,212.0635,209.0826,209.4543,55190527.0
2016-05-13,209.0366,209.6469,207.9064,209.5494,56589086.0
2016-05-16,205.7156,209.7466,203.7141,205.784,83366496.0
2016-05-17,205.6248,207.8825,204.7748,205.8794,156374200.0
2016-05-18,205.0203,205.4818,202.9913,204.926,88998983.0
2016-05-19,206.0841,208.1593,203.635,206.3475,80857023.0
2016-05-20,203.2627,205.3476,198.9131,203.312,32474552.0
2016-05-23,205.7039,207.0919,201.1705,205.4844,125154101.0
2016-05-24,211.8199,215.3368,209.7393,211.6956,274072099.0
2016-05-25,209.613,213.1672,209.1038,211.4329,48834492.0
2016-05-26,213.283,213.7315,211.921,213.2175,87038797.0
2016-05-27,215.2494,219.3017,215.0322,216.1924,80757549.0
2016-05-30,214.9343,217.1677,214.0612,214.734,58898047.0
2016-05-31,214.8334,216.0545,214.7619,215.8208,72093811.0
2016-06-01,214.4215,217.1559,214.234,216.0478,86656742.0
2016-06-02,217.7199,219.9292,214.1504,216.6231,99049905.0
2016-06-03,215.1726,217.9128,211.5452,213.6553,131936110.0
2016-06-06,215.1198,215.6981,213.2606,213.9283,91120932.0
2016-06-07,216.8278,218.4335,212.5887,216.1269,153576183.0
2016-06-08,223.2349,226.6137,219.0452,222.3167,246978625.0
2016-06-09,226.3732,227.4045,224.256,226.568,154035178.0
2016-06-10,235.6385,236.8004,230.5621,236.1695,261474285.0
2016-06-13,234.4643,237.8014,231.3571,232.9589,78950711.0
2016-06-14,236.2563,238.0045,235.1605,237.0238,79423992.0
2016-06-15,238.0462,239.1343,237.7668,238.0401,76542424.0
2016-06-16,248.0425,252.2686,246.6499,248.2996,341472464.0
2016-06-17,244.4077,247.8587,243.4233,244.7345,75821019.0
2016-06-20,239.5626,243.8506,236.6243,241.0775,85927007.0
2016-06-21,240.6852,242.7671,236.9218,238.5561,32508375.0
2016-06-22,228.6343,230.8472,228.2307,229.357,289671848.0
2016-06-23,227.9542,231.4514,226.4943,227.2743,225668694.0
2016-06-24,221.95,224.9557,219.1155,224.2194,212980446.0
2016-06-27,225.4876,226.7777,224.7468,225.0405,300124775.0
2016-06-28,226.9131,228.2975,223.469,226.683,84016920.0
2016-06-29,234.6874,235.6776,233.8943,235.0557,486289839.0
2016-06-30,239.8718,239.9418,236.814,239.5105,77970439.0
2016-07-01,238.3031,241.2639,234.969,237.1062,59394164.0
2016-07-04,231.3112,242.6093,228.1794,233.3042,89446983.0
2016-07-05,235.9441,237.0676,234.2838,235.6749,105618005.0
2016-07-06,229.873,230.3762,229.4586,230.0546,141021404.0
2016-07-07,235.5469,240.0078,235.0548,238.3503,347516305.0
2016-07-08,245.0177,247.3403,242.0265,243.921,98057376.0
2016-07-11,240.6292,243.7271,238.2038,241.9645,128842297.0
2016-07-12,235.127,236.3837,232.8851,234.447,395698437.0
2016-07-13,241.4449,244.6391,238.8156,240.7186,347148449.0
2016-07-14,240.3681,242.9141,239.902,240.3936,55123455.0
2016-07-15,246.1412,248.3958,245.3203,246.2836,31038218.0
2016-07-18,239.1689,241.0402,237.6579,239.1678,487267580.0
2016-07-19,235.9444,239.0948,232.9769,236.6664,121117852.0
2016-07-20,236.6319,241.403,235.1984,236.8825,43051515.0
2016-07-21,237.5491,240.5072,234.4405,237.2859,17677109.0
2016-07-22,237.1635,239.9339,234.9988,235.4677,62565158.0
2016-07-25,237.521,239.7194,236.1736,238.4496,135928850.0
2016-07-26,234.2441,236.2023,233.7786,233.877,33032392.0
2016-07-27,233.0562,234.7689,232.6694,233.4383,53027819.0
2016-07-28,234.1602,234.1864,233.2366,234.16,86454820.0
2016-07-29,235.8193,238.3886,235.0123,236.6401,40816694.0
2016-08-01,239.5819,242.3924,238.8753,240.0392,88130757.0
2016-08-02,235.0533,236.22,234.779,235.1825,91350870.0
2016-08-03,226.4174,228.9725,222.9777,228.6479,473245989.0
2016-08-04,235.5857,235.827,233.8897,234.4266,206891288.0
2016-08-05,236.677,239.4776,235.7711,236.0955,63875252.0
2016-08-08,233.5291,236.5569,228.1536,232.9688,60749461.0
2016-08-09,239.6064,240.5307,238.2683,240.0944,652743640.0
2016-08-10,241.1051,242.5858,238.1055,240.8156,134502465.0
2016-08-11,247.1042,249.5356,242.9187,246.4433,120418293.0
2016-08-12,246.0677,249.11,243.2838,246.9587,44137982.0
2016-08-15,256.0494,259.1792,254.9148,256.9751,513192484.0
2016-08-16,265.6857,265.9728,262.8963,265.8589,494244376.0
2016-08-17,264.5841,267.5611,257.5367,264.8263,72712459.0
2016-08-18,270.8004,270.8811,268.8522,269.9532,80903701.0
2016-08-19,272.1964,276.6812,270.1466,273.4882,114562382.0
2016-08-22,280.9046,282.8293,279.1897,280.8826,245496628.0
2016-08-23,276.1439,280.6543,272.4235,276.0315,38407932.0
