Date,Open,High,Low,Close,Volume,RSI_14,MACD,BB_Width,EMA_20,ATR_14,OBV,Stoch_K
2015-12-15,177.3524,178.6617,174.8244,176.1701,180589219.0,47.51044390116618,0.7536659952332627,5.398551378924984,178.55327704446032,5.003612996954475,4620073213.0,26.66535677225636
2015-12-16,174.0082,175.1654,172.2368,174.15,57823071.0,44.75551741049974,0.33546854134604587,5.859161795437538,178.1339173259403,4.927162068600585,4562250142.0,14.261680062383721
2015-12-17,180.2294,181.9367,179.6865,180.2048,157334159.0,53.46533628594435,0.48700194879799596,5.801346275853789,178.33114424727933,5.131414777986257,4719584301.0,51.438939476738156
2015-12-18,182.343,185.9278,181.0646,181.7371,147800165.0,55.38247853176638,0.7224095820005232,5.97862518875714,178.65552098563367,5.173670865272952,4867384466.0,70.27977731286126
2015-12-21,178.7904,179.7032,176.0663,177.6022,77800051.0,49.460800493783694,0.5687636013814199,5.896895402551126,178.5552047012876,5.209180089182026,4789584415.0,40.955285273571924
2015-12-22,180.9118,181.9356,179.1072,180.8568,87069534.0,53.66070235906473,0.7015302706812179,5.90924645612557,178.77440425354592,5.146624368526166,4876653949.0,64.03673628594727
2015-12-23,188.3269,190.5935,186.5507,188.4107,718576178.0,61.63062040411975,1.4001454073613218,7.368629682395871,179.69214670558915,5.4744869136314405,5595230127.0,88.36844965949412
2015-12-24,192.7479,195.257,191.5526,192.2794,146727259.0,64.95498860703827,2.240151620915668,9.26544527060679,180.8909327336283,5.572473562657767,5741957386.0,87.2913438925808
2015-12-25,188.7237,189.4138,186.652,186.9889,253689280.0,57.60478677521923,2.45071316576977,9.70537117839107,181.4716915209018,5.576396879610785,5488268106.0,64.71102916383904
2015-12-28,185.3233,186.6655,183.6626,185.4364,54002584.0,55.61592106016182,2.463908528082584,9.701940490389983,181.84928280462543,5.415675673924301,5434265522.0,58.08482396274808
2015-12-29,188.6882,191.3004,186.0467,190.0843,95566761.0,60.061685709930536,2.816940694816793,10.610580325217919,182.63357015656587,5.447698840072564,5529832283.0,77.92246592999487
2015-12-30,189.5836,189.595,186.13,187.7117,83341057.0,56.927027476111896,2.8721637235137223,10.982879529769084,183.11720157022626,5.341027494353097,5446491226.0,67.79600250963522
2015-12-31,190.1433,190.6529,188.9774,189.4468,93960599.0,58.62757331288345,3.021110954276139,11.324228284133078,183.72002046829994,5.169611244756446,5540451825.0,75.20156041263863
2016-01-01,193.1605,193.5242,190.8261,192.397,104614436.0,61.41685727759863,3.338722477474306,12.22434436435772,184.54639947131898,5.091596155845273,5645066261.0,87.57612879123548
2016-01-04,189.2313,189.251,186.8624,189.2099,101430694.0,56.949978043869756,3.2952736996099077,12.27056068367163,184.99054237881242,5.12323928757061,5543635567.0,73.73133161310504
2016-01-05,189.7697,192.1542,188.1943,189.151,80415178.0,56.86766166069218,3.2189810821992637,12.155057050239915,185.38677643797314,5.04014362417271,5463220389.0,68.18250506755878
2016-01-06,177.2986,178.7389,175.9375,178.0572,451152062.0,43.97486909802136,2.2375486203282264,12.298734599201989,184.68872153911855,5.62395479387466,5012068327.0,10.971816040787774
2016-01-07,175.1558,175.2686,174.0072,174.7855,82620996.0,41.021162118612935,1.1821306103685458,13.061171313200525,183.74555758301202,5.51152945145504,4929447331.0,3.6626227070372512
2016-01-08,173.4406,174.4543,170.4219,174.0948,107984856.0,40.40415587727656,0.2866660087150308,13.645418307133822,182.82643781320135,5.429534490636824,4821462475.0,14.78914922830992
2016-01-11,171.0055,171.4825,166.8442,170.1759,86173298.0,37.00334851201451,-0.7307944741612573,14.825810960771502,181.62162468813455,5.5596105984484785,4735289177.0,11.726053046514288
2016-01-12,175.2194,176.1769,174.5437,175.6504,272649830.5,44.08376605930668,-1.0829097302704724,14.886662652674875,181.0529366225979,5.591138412845014,5007939007.5,30.99377745241577
2016-01-13,171.1079,171.8131,169.1839,171.1058,459126363.0,40.058690480251265,-1.7089748485295786,15.3909115036102,180.1055902775886,5.653664240498942,4548812644.5,15.97301349325332
2016-01-14,168.092,171.8911,165.0721,169.8269,71496173.0,38.98008230206929,-2.2820267235356653,16.604047878134427,179.12666739400873,5.7369025090347305,4477316471.5,16.71159598061299
2016-01-15,169.1574,171.5073,167.5846,170.3855,59965622.0,39.74325297089466,-2.660432303970225,17.60434578033451,178.294175261246,5.607316615532249,4537282093.5,18.674895701898986
2016-01-18,174.8498,176.3309,170.7044,175.2327,331070794.0,46.04884009478629,-2.5399143706472103,17.78496297048626,178.00260618874637,5.631465428708517,4868352887.5,35.71124802738633
2016-01-19,171.0759,171.2604,169.1788,170.6804,520709007.0,41.64155260655404,-2.7796930340477672,18.59056146409648,177.30525321838957,5.661639326657908,4347643880.5,19.711374555832382
2016-01-20,174.5967,176.1522,173.867,174.6158,51399337.0,46.416074625034405,-2.6219413539878076,18.515188593095182,177.04911481663817,5.648079374753771,4399043217.5,33.54304251707256
2016-01-21,175.9885,178.2586,172.1217,174.7917,166936215.0,46.62626624523001,-2.45443515047657,17.743576294882903,176.8341229293393,5.68299513369993,4565979432.5,35.889388193677696
2016-01-22,171.2595,173.4271,170.2647,171.7191,199343903.0,43.422089523287504,-2.54033501780566,17.766863970674322,176.34697788844983,5.600424052721364,4366635529.5,24.543886921619787
2016-01-25,173.0279,177.4168,171.8906,173.3662,115940174.0,45.58100176505474,-2.447293204256596,17.659806876220006,176.06309428002604,5.607372334669837,4482575703.5,60.68794450785838
2016-01-26,175.0681,177.7354,174.1066,174.1612,54889259.0,46.63937975254908,-2.2830890118263483,16.704966703408083,175.88196149145213,5.518931453621993,4537464962.5,68.9273120236606
2016-01-27,171.8698,175.8908,171.6288,172.337,66644055.0,44.500693672913066,-2.2739411230353994,16.03691833445871,175.5443461113138,5.429150635506136,4470820907.5,55.0934668031698
2016-01-28,171.7743,174.2988,169.8051,172.7049,57603279.0,45.04798668731684,-2.2115119665976124,14.72511194881632,175.27392267214108,5.362332732969982,4528424186.5,57.883441398399924
2016-01-29,171.9598,174.366,170.1324,171.5915,131637308.0,43.64525221513868,-2.226216052390299,12.055003632371156,174.9232157509848,5.28170896632927,4396786878.5,49.43995753232467
2016-02-01,171.1211,174.9533,170.5079,172.0999,70570352.0,44.49515641496732,-2.1718102386678595,9.421651718789034,174.6543285366053,5.2219726115914655,4467357230.5,53.29541576612435
2016-02-02,174.7968,175.7975,169.6563,174.4088,57989822.0,48.30798427100398,-1.920248871920478,4.899766969994697,174.6309448664524,5.287631710763506,4525347052.5,70.80498995184477
2016-02-03,179.9027,180.4585,176.6988,179.8617,412626454.0,55.996019598269,-1.2662842811990345,5.4396793024014585,175.12911202202838,5.342065159994682,4937973506.5,95.36426413130462
2016-02-04,176.6005,177.2713,174.3035,175.8461,47447414.0,50.08810633157151,-1.0598210345517884,5.546608072587109,175.197396591359,5.3575033628522055,4890526092.5,59.10884154720442
2016-02-05,184.7354,187.6278,182.6482,183.2283,338441474.0,58.71228667182578,-0.2970909007449052,7.469562884493411,175.9622445350391,5.816374551219906,5228967566.5,76.15317903409391
2016-02-08,177.3124,178.8073,175.7228,176.7357,318980934.0,50.45503016347474,-0.21405286541767055,7.362464252666416,176.03590696027348,5.937026368989912,4909986632.5,39.39237125448634
2016-02-09,176.1975,179.1407,175.3521,176.3729,115522524.0,50.03159739477052,-0.17549653727903092,7.411979160505279,176.0680015354855,5.783567342633489,4794464108.5,37.373619341735484
2016-02-10,179.3278,179.6764,175.9924,178.4899,97696976.0,52.5347866963453,0.02558886553364914,7.54177806872625,176.29865853210595,5.633598246731097,4892161084.5,49.153381743315855
2016-02-11,179.2066,180.7192,176.8141,179.5863,80855403.0,53.824931994179074,0.27030490630667714,7.534232685578079,176.61176724333396,5.5101340862503045,4973016487.5,55.25415240797928
2016-02-12,178.8393,179.2598,173.0852,177.6298,106142386.0,51.15297424691482,0.3028795262137294,7.241509744048511,176.70872274396882,5.580917365803855,4866874101.5,44.36747071752493
2016-02-15,177.6101,178.5384,173.9353,177.0765,112013265.0,50.391130859239325,0.2808114417965726,7.292861837121195,176.7437491493051,5.511073268246435,4754860836.5,41.28870711960612
2016-02-16,174.7173,175.9212,173.3175,175.5772,59845420.0,48.2922638048209,0.14071922247492807,6.858927490129697,176.63264923032366,5.3859251776574055,4695015416.5,32.94605347355541
2016-02-17,174.9345,175.6607,171.5732,173.7737,99915813.0,45.81998169495526,-0.11451222254891036,6.904845111128667,176.36036835124523,5.293180522110447,4595099603.5,22.910719750716407
2016-02-18,176.299,177.0198,176.2673,176.7301,54032054.0,50.31069295787298,-0.07733671967528721,6.911551388029276,176.3955808892219,5.146960484816844,4649131657.5,39.361210805998375
2016-02-19,177.9852,178.8744,176.2862,178.0713,64283146.0,52.24450547130747,0.059661030093820955,6.674604634978586,176.5551731854865,4.964191878758498,4713414803.5,46.82413821884657
2016-02-22,175.6354,179.2241,174.8657,175.8977,89511669.0,48.92156521168064,-0.007077040942874646,6.529928042093563,176.49255669163063,4.920921030275748,4623903134.5,26.93620519975567
2016-02-23,178.0434,182.6908,174.8969,179.0593,150403049.0,53.54947145301581,0.1929233540106452,6.593638513967683,176.73700843528485,5.126133813827481,4774306183.5,46.629003525469315
2016-02-24,182.0932,183.1601,179.8998,180.2488,172963676.0,55.19430661221985,0.44230915229036327,6.498684032849758,177.07146477478153,5.052895684268376,4947269859.5,54.0380950008096
2016-02-25,184.6986,187.8898,180.4836,183.188,107585954.0,59.05269888177108,0.8671224227113044,6.853692604229461,177.65399193908803,5.237760278249207,5054855813.5,71.18394763614955
2016-02-26,185.1226,187.2169,185.1157,185.5317,73474199.0,61.872201307881205,1.3770334189361506,7.295287793053619,178.40424984965108,5.151413115517123,5128330012.5,85.54784697792427
2016-02-29,183.3055,185.0908,182.6311,182.7963,167467897.0,56.94389318691001,1.542635100662892,6.975652945777698,178.8225403401605,4.990640750123043,4960862115.5,68.7833249574053
2016-03-01,180.8783,182.5864,176.7959,181.0186,76760201.0,53.9370433881904,1.5129892946007715,6.7316676617540665,179.0316888791928,5.06276641082854,4884101914.5,57.888285549685484
2016-03-02,184.8549,185.9362,181.987,183.7425,202162720.0,57.628953663430266,1.6898116483173453,7.1256829029366155,179.48033755736492,5.052397381483646,5086264634.5,74.5823272005197
2016-03-03,186.4587,186.9768,183.8308,186.0255,66415020.0,60.48742656028885,1.9912102257498248,7.670158000792263,180.10368636142542,4.922533282806242,5152679654.5,88.57421276491417
2016-03-04,187.5063,190.9354,185.0172,186.1034,45705466.0,60.58513703884801,2.2108711029319466,8.120323037712616,180.67508766033728,4.993652334034366,5198385120.5,75.04415820516263
2016-03-07,185.3479,187.2342,185.0894,186.6683,63371129.0,61.33189104027849,2.402838216360294,8.616595872118666,181.2458697879242,4.790162881603338,5261756249.5,77.96169856731154
2016-03-08,191.7792,193.1357,188.4068,191.386,67012759.0,66.96153387828895,2.902197769999475,9.90087509188571,182.21159647478856,4.909965532917387,5328769008.5,90.42309797482203
2016-03-09,190.7551,193.6104,188.6267,189.4123,59199944.0,62.83963737169217,3.102914254816511,10.583957074158471,182.89737776290394,4.915232280566145,5269569064.5,77.60380267488938
2016-03-10,190.7717,192.13,189.2654,191.5366,147745802.0,65.314435868164,3.3942697428661575,11.538013719923887,183.72016083310356,4.768758546239992,5417314866.5,88.9366060806521
2016-03-11,190.8058,192.5157,189.342,190.9614,71434945.0,64.07019726092003,3.537973675180069,12.009164517975064,184.40980265852227,4.654825792937136,5345879921.5,85.84444385069602
2016-03-14,191.0277,192.5552,187.4934,190.3322,69858015.0,62.663933879749706,3.560050845224538,12.131320162895761,184.97384050056777,4.683895379155913,5276021906.5,80.50373189806419
2016-03-15,193.9026,198.7544,192.3453,194.4839,115636145.0,67.70144114085619,3.867967136909243,12.487717197116073,185.87956045289465,4.950917137787633,5391658051.5,80.55195026982719
2016-03-16,197.7552,198.7507,194.6873,197.7022,61405554.0,70.97110344584371,4.321863181540721,12.7569210378348,187.00552612404755,4.902051627945659,5453063605.5,95.2082337135961
2016-03-17,199.9204,201.5859,196.8827,200.9285,101012232.0,73.83111555185086,4.885596399624774,13.797927863658701,188.33152363604302,4.887847940235255,5554075837.5,97.34812424364665
2016-03-18,204.7833,208.2987,203.406,206.1149,190196642.0,77.64417809452526,5.685321326617981,15.69486422383144,190.02517852784845,5.065158801647022,5744272479.5,93.06791777238851
2016-03-21,207.3127,209.3129,206.2431,206.3646,99130274.0,77.81180660230785,6.267015542050046,16.503514213339454,191.58131390614858,4.931790315815093,5843402753.5,89.21060239552946
2016-03-22,209.3591,210.1939,207.3292,209.2115,83521040.0,79.68235503799059,6.87844302659596,17.80277904979124,193.26037924842015,4.853041007542587,5926923793.5,96.27357935902829
2016-03-23,205.7252,209.2385,203.4871,208.1576,24546282.0,77.09137144531667,7.195023044099514,18.446315151189303,194.67916217714205,4.917209507003831,5902377511.5,91.91196622273765
2016-03-24,210.1263,215.1834,209.5561,209.6072,55591213.0,78.14407283308569,7.4766988635783775,19.26403996869552,196.1008800650333,5.067823113646414,5957968724.5,81.47072506147404
2016-03-25,210.4133,211.6966,207.6747,209.2624,62843962.0,77.23494758050956,7.5846750883714265,19.887899910715134,197.35435815407774,4.993114319814526,5895124762.5,78.61682918020949
2016-03-28,209.92,213.8654,209.0324,209.817,70516722.0,77.68465350046867,7.6270783973874074,19.903777306388786,198.54127642511796,4.981677582684917,5965641484.5,80.61971830985915
2016-03-29,211.035,214.1985,210.8733,212.3629,73096952.0,79.67002987533367,7.776473828697505,19.572296896296614,199.85762152748768,4.938807755350278,6038738436.5,89.81401227880097
2016-03-30,209.5247,212.2971,207.7023,209.2746,142059997.0,71.37448312941733,7.558540632958142,18.872799742936824,200.7544766201079,4.918935772825257,5896678439.5,78.66088840736724
2016-03-31,216.6392,219.7567,215.2844,217.8928,978621650.0,78.19704118221551,7.989149774382213,19.34603974755194,202.38669789438336,5.316304646194881,6875300089.5,94.22284763182935
2016-04-01,213.5805,217.2294,213.4075,213.9633,122537054.0,70.00438794062191,7.922012779493599,18.770458840601524,203.4892314282516,5.256947171466676,6752763035.5,78.86499777464851
2016-04-04,208.5713,210.6682,206.3492,209.2798,67669730.0,61.706238677320535,7.405520686296001,17.489925107244233,204.0407141493705,5.4253152306476276,6685093305.5,58.208413444278676
2016-04-05,213.2668,214.9997,208.8116,214.0847,46911374.0,66.14062412613785,7.299765106881438,17.08196702066211,204.99728423038286,5.479799857029939,6732004679.5,75.20328757541314
2016-04-06,218.7172,218.8742,216.5967,217.4886,47032077.0,68.88911850836021,7.405256147432624,16.397574946426726,206.1869333512988,5.430492724384943,6779036756.5,86.12842263633969
2016-04-07,220.0832,222.4531,217.4271,220.2481,292015959.0,70.94799504152667,7.623646493762664,16.030594710551068,207.52609207974652,5.401600386928877,7071052715.5,88.37393229990502
2016-04-08,223.3511,223.8092,222.2281,223.0604,94752531.0,72.91524198282195,7.932213899078079,15.46955121898976,209.0055499769135,5.270136073576815,7165805246.5,96.3153414263289
2016-04-11,223.3407,226.2219,220.9893,223.1903,141452774.0,73.00616619075527,8.093935781885563,14.125784217315287,210.3564785505408,5.267454925464187,7307258020.5,86.66537642732729
2016-04-12,219.5125,225.4674,217.8364,219.6163,153013156.0,66.40133865350725,7.843296963208985,12.630575032723321,211.23836630763213,5.436279573645316,7154244864.5,66.76043013782724
2016-04-13,219.2303,221.1169,217.5536,220.1101,105150580.0,66.84760898562988,7.596936669793337,11.398220805340745,212.08329332595287,5.302495318384936,7259395444.5,69.24524599073094
2016-04-14,217.169,218.3099,215.234,217.4881,179417318.0,62.12877076976895,7.108182175866034,10.22419095753382,212.59803681871927,5.272038509928867,7079978126.5,56.05126631006357
2016-04-15,222.7929,226.1221,219.5288,221.7134,64471062.0,66.26190332551585,6.981310909388867,10.105435901919138,213.4661666455079,5.512178616362519,7144449188.5,77.31309786792939
2016-04-18,221.2566,223.2958,220.5324,221.278,44367478.0,65.46899827063122,6.7676184822698815,9.769309159718853,214.21015077450716,5.31583728662234,7100081710.5,75.12215250066669
2016-04-19,217.6249,218.5655,216.8709,218.0301,70286106.0,59.72743623928877,6.2639800452704435,9.440668489269097,214.57395546264934,5.250927480435029,7029795604.5,58.77862595419849
2016-04-20,216.4742,218.8863,213.3845,216.8862,85218319.0,57.80466615360351,5.706755856222202,8.850691408024886,214.79416922811131,5.268846946118242,6944577285.5,53.02248813699197
2016-04-21,217.8879,220.8738,216.2875,218.7633,87515640.0,60.075953439916766,5.354890114304425,8.420325862310072,215.1721816825769,5.220093592824083,7032092925.5,62.46810951707611
2016-04-22,217.0451,218.4127,214.2302,216.6212,98193101.0,56.34838093720686,4.8473076656302965,7.799599971979731,215.3101834270934,5.171022621908077,6933899824.5,44.856205809204816
2016-04-25,214.0291,217.9431,213.1816,213.4548,49144354.0,51.28302698568103,4.141798822188974,7.343839951319447,215.1334802435607,5.141771006057499,6884755470.5,2.095043825678878
2016-04-26,214.5113,220.205,212.3308,214.6146,61213180.0,52.95134032630333,3.6343693998667277,7.139482561273931,215.08406307750732,5.33694450562482,6945968650.5,16.440742633772604
2016-04-27,216.0725,216.4525,214.3707,215.7859,64346558.0,54.64074226417089,3.288830457592951,6.3133623126445455,215.15090468917327,5.104434183794475,7010315208.5,24.872760256567073
2016-04-28,213.6804,215.5437,212.3134,213.9024,50114344.0,51.441954973296525,2.830378802448621,6.496236110190134,215.03199948068058,4.987867456380584,6960200864.5,11.424668368263998
2016-04-29,211.7244,214.2251,210.7946,212.1793,200561006.0,48.6367606296693,2.301482733005628,6.698583509123307,214.76031381585386,4.87662692378197,6759639858.5,9.034089055619054
2016-05-02,212.9873,213.3251,212.3663,213.2853,119342508.0,50.502529418108494,1.9491056673963953,6.032081343864639,214.61983630958207,4.6101392863689705,6878982366.5,16.24987767085308
2016-05-03,206.8211,210.6604,204.1834,207.6965,676700628.0,42.167111250855946,1.204984540011452,7.117083639189589,213.96047094676473,4.930979337342616,6202281738.5,16.013255115389622
2016-05-04,202.2728,202.5411,200.0899,202.4095,177944218.0,36.097428976420844,0.1864966534276391,9.313795676025794,212.86037847564427,5.122095098960999,6024337520.5,8.910503146103707
2016-05-05,200.6219,201.5876,199.477,199.8424,131966708.0,33.57063504809756,-0.8183721654448561,11.378996371105746,211.62057100177338,4.9656954490352145,5892370812.5,1.5340823215275068
2016-05-06,199.74,201.8636,193.2563,199.1999,103299024.0,32.94897846472135,-1.6475899333313464,12.738285201660146,210.43764995398544,5.2258100598184125,5789071788.5,21.521136960260733
2016-05-09,200.4265,202.9653,196.3175,200.5368,154390307.0,35.62044315304162,-2.1718387265947854,13.376709388544988,209.4947118631297,5.327380769831384,5943462095.5,26.36190821037384
2016-05-10,206.9872,207.1962,201.9352,206.3746,270849415.0,45.7792860338914,-2.0921312144610624,13.39112364250507,209.19755835235546,5.422525000557714,6214311510.5,47.49995473884308
2016-05-11,211.7404,212.1567,209.6259,209.9175,105400704.0,50.848360114916375,-1.7232158563567452,13.044941746371059,209.2661242235597,5.448208929089307,6319712214.5,61.825616820106276
2016-05-12,210.8744,212.0635,209.0826,209.4543,55190527.0,50.18773460673105,-1.4514922469433031,12.884642342701353,209.28404572607784,5.271972577011498,6264521687.5,60.106795504050204
